date,true_adj,pred_adj,true_raw,pred_raw
2007-08-27 06:00:00,0.268553266635429,0.6408403388356454,4.5721317462136445e-07,1.091033631485241e-06
2007-08-27 06:30:00,0.18928182252915093,0.610484929036807,3.144729699759878e-07,1.0142601449762466e-06
2007-08-27 07:00:00,0.18175211442992684,0.5808928113662221,4.571069705040864e-07,1.4609467076851459e-06
2007-08-27 07:30:00,0.2985246785771793,0.6483741891597314,7.194967384251578e-07,1.5626953074798314e-06
2007-08-27 08:00:00,0.45397665551452576,0.6483741891597314,1.1324652282105936e-06,1.6173986375146108e-06
2007-08-27 08:30:00,0.28631110881864574,0.8319732761506288,8.437471847963007e-07,2.4517913834160416e-06
2007-08-27 09:00:00,0.06565123143401232,0.7740740635664358,3.064138731451304e-07,3.6128344699365473e-06
2007-08-27 09:30:00,0.3533302799034563,0.7274347993022416,7.388263467475662e-07,1.521092376833302e-06
2007-08-27 10:00:00,0.2622570363867711,1.0696628680747535,4.388363475524078e-06,1.7898736011265166e-05
2007-08-27 10:30:00,0.4059727841980942,0.7556474307712854,6.392256482579817e-06,1.1898068973844301e-05
2007-08-27 11:00:00,0.3572475216574895,0.39621595636044527,4.3458027089839686e-06,4.819841348387976e-06
2007-08-27 11:30:00,0.16630420958251227,0.39621595636044527,1.8473560043975464e-06,4.4012832138047885e-06
2007-08-27 12:00:00,0.14981008605091276,0.39621595636044527,1.4819541224531052e-06,3.919454860405803e-06
2007-08-27 12:30:00,0.35733410476575295,0.39621595636044527,2.6330182901936505e-06,2.91951942467823e-06
2007-08-27 13:00:00,0.22885845243395625,0.39621595636044527,2.1512767242354518e-06,3.7244425784749703e-06
2007-08-27 13:30:00,0.35214747832962917,0.4223412674236764,2.482304300646864e-06,2.9771036539557414e-06
2007-08-27 14:00:00,0.3355397714478371,0.43520389168317136,2.781319478524018e-06,3.6074443749093278e-06
2007-08-27 14:30:00,0.3370478927749571,0.7011149687585235,3.7951685585855134e-06,7.894573864500113e-06
2007-08-27 15:00:00,0.22398315994373905,0.7011149687585235,3.077358446206576e-06,9.632786997972757e-06
2007-08-27 15:30:00,0.344148403752517,0.8191718901148596,5.486272689010105e-06,1.3058902262332726e-05
2007-08-27 16:00:00,0.310734686838506,0.40460278229178026,6.099627402153989e-06,7.942229568781002e-06
2007-08-27 16:30:00,0.8104572370912734,0.46236607044799927,2.762043811790769e-06,1.575746733098871e-06
2007-08-27 17:00:00,0.5131053042926985,0.6376744702087449,7.383734584017521e-07,9.176321116999143e-07
