date,true_adj,pred_adj,true_raw,pred_raw
2019-05-20 01:00:00,0.4354807142856991,0.8954045877095732,3.48595349944537e-07,7.1602239835651e-07
2019-05-20 01:30:00,0.924573263123099,0.6102420521554908,6.745112025779284e-07,6.387625922115951e-07
2019-05-20 02:00:00,0.4834015534709799,0.7940878386942009,5.614950427303089e-07,9.93431401841794e-07
2019-05-20 02:30:00,0.5202751400667953,0.6076212380445106,9.415031111021083e-07,1.3323499374242866e-06
2019-05-20 03:00:00,-0.13095351658438936,0.5963749630552716,3.647175645752927e-07,9.78800184343412e-07
2019-05-20 03:30:00,0.9084121063906583,0.23815443154114782,1.3984329980511494e-06,9.277160530779602e-07
2019-05-20 04:00:00,-0.4900679652783584,0.6250535601949255,5.168007345579192e-07,2.0439810519549778e-06
2019-05-20 04:30:00,0.13132902036167238,0.07621290173100173,1.0925863546249892e-06,1.3408548405434526e-06
2019-05-20 05:00:00,1.454833056199666,0.18767834789359583,1.8909381638744114e-06,6.905921662494323e-07
2019-05-20 05:30:00,1.2985514088207015,0.5552112438901493,2.312137976673601e-06,1.4257646189133795e-06
2019-05-20 06:00:00,1.1441846855987645,0.6869743054872621,1.6525236632031586e-06,1.3565829673694597e-06
2019-05-20 06:30:00,2.6433409343510714,0.7218614023157399,4.9847778655613895e-06,9.462817623110649e-07
2019-05-20 07:00:00,1.2701899595071762,1.2181719152575954,2.921297394557079e-06,3.5962281800876295e-06
2019-05-20 07:30:00,1.437962213377995,1.066638332085189,2.433016366179999e-06,2.176425149549032e-06
2019-05-20 08:00:00,0.0834157402818434,1.0468899974950499,1.0262848286113001e-06,3.48788438176763e-06
2019-05-20 08:30:00,0.9023490876969706,0.7337085540387923,2.412470868250471e-06,2.642926238711015e-06
2019-05-20 16:30:00,-0.3114321092645582,0.817869015249567,7.516162328002196e-07,3.0151437050136044e-06
2019-05-20 17:00:00,-0.9836895444453173,0.34622518265521285,2.2987159266746107e-07,1.1269964558513335e-06
2019-05-20 17:30:00,-0.16163958840111725,0.1533826056750363,2.334119416192038e-07,4.147611690361109e-07
2019-05-20 18:00:00,-3.143685462564795,0.2361245872233333,9.877496930842236e-09,3.761338124562873e-07
2019-05-20 18:30:00,0.1511625997500996,-0.8137532338652473,5.082943785641411e-07,2.511425518035633e-07
2019-05-20 19:00:00,-0.27263931626023563,0.1787628366831085,1.8482079209373012e-07,3.764045888489167e-07
2019-05-20 19:30:00,-0.32884166193272435,0.012971598423109909,1.6164151931950696e-07,2.9502794534196856e-07
2019-05-20 20:00:00,0.355047892039952,-0.07610631970120987,4.0772132081279976e-07,3.435406598569482e-07
2019-05-20 20:30:00,0.5351865851375699,0.13477853500283885,1.0622328327570898e-06,9.229694629763581e-07
2019-05-20 21:00:00,0.0966658663787534,0.3051441731284466,3.0736899031665397e-07,4.909798250123512e-07
2019-05-20 21:30:00,0.43077637938721125,0.08732689547761613,8.673297672924361e-07,7.977901212357504e-07
2019-05-20 22:00:00,0.07573889582775628,0.12071076937715983,6.826964115232086e-07,9.260219361937437e-07
2019-05-20 22:30:00,0.14065199385272642,0.08891233827391727,4.0652299254032593e-07,5.005846002428538e-07
2019-05-20 23:00:00,1.0845064098286983,0.026100821590003084,8.663998339183623e-07,3.898713050666657e-07
2019-05-20 23:30:00,1.0376855883798548,0.3914414579980676,8.577104517074757e-07,5.828315599747147e-07
2019-05-21 00:00:00,0.39100561515424914,0.3843435044855463,3.6743093376160507e-07,4.733092767559453e-07
2019-05-21 00:30:00,-0.3015679233790465,0.43807445340746687,1.609039259088911e-07,4.3717151986951595e-07
2019-05-21 01:00:00,0.08384069153647467,0.16294776275653947,2.4524844820333596e-07,3.442109252058835e-07
2019-05-21 01:30:00,0.2665436246522024,0.19072605210521654,3.7580898739664627e-07,4.517546448932978e-07
2019-05-21 02:00:00,-0.7287379766855206,0.22687100345357233,2.147130597098209e-07,7.239970318967402e-07
2019-05-21 02:30:00,-0.32697960487527666,0.02796084919141533,4.4498196857941315e-07,8.229125992345056e-07
2019-05-21 03:00:00,-0.14272919924938599,-0.091057540686306,3.604479543973989e-07,4.922048620770586e-07
2019-05-21 03:30:00,0.6127537131263185,-0.09951104654640316,1.2541026552703397e-06,7.977430892567674e-07
2019-05-21 04:00:00,0.32666488306732333,0.2511298790052744,1.1695685769844803e-06,1.4063190964658552e-06
2019-05-21 04:30:00,-0.021111443857074974,0.11183087024336558,1.0683037594430404e-06,1.5823169786628529e-06
2019-05-21 05:00:00,0.8482089217544484,-0.015899460040831648,1.2988194067171803e-06,7.097965518333653e-07
2019-05-21 05:30:00,1.7085234839648358,0.2991211727501891,4.0001240113244e-06,1.2671861775575976e-06
2019-05-21 06:00:00,0.451859628372155,0.9592813833336379,1.3400862722377889e-06,2.8864620009238487e-06
2019-05-21 06:30:00,-0.20204362567046275,0.5181382452753275,3.9724984384020094e-07,1.05851585071856e-06
2019-05-21 07:00:00,-0.36081650441542834,0.25767716126798684,7.40363772357583e-07,1.782034730147967e-06
2019-05-21 07:30:00,0.4394251264965412,0.2435440511984777,1.0850741307972305e-06,1.1567831596069155e-06
2019-05-21 08:00:00,-0.5984300397797746,0.3483738552548281,5.739928870941472e-07,1.9184957249524344e-06
2019-05-21 08:30:00,0.7540856317622655,-0.038636535030503044,2.119024404741689e-06,1.2437231377037501e-06
2019-05-21 16:30:00,-1.0226173508701706,0.23540546260117623,3.6909003935197397e-07,1.684020248418491e-06
2019-05-21 17:00:00,-1.1732551646401852,-0.23950794441357498,1.9017700430128002e-07,6.273962020115828e-07
2019-05-21 17:30:00,0.291727990907102,-0.43911407319190243,3.67297615781176e-07,2.2934012861242134e-07
2019-05-21 18:00:00,-0.6706043609997892,-0.054218965979574374,1.1713653662958709e-07,2.8135055290624167e-07
2019-05-21 18:30:00,0.2336749966687819,-0.22905518195256747,6.087893216468237e-07,4.970138384493115e-07
2019-05-21 19:00:00,0.2979686386667524,0.0692743356416451,3.270112647678839e-07,3.3736859893456264e-07
2019-05-21 19:30:00,0.39877167131055735,0.15640739016648492,3.3461960286749785e-07,3.405309010892071e-07
2019-05-21 20:00:00,-0.4082266980592131,0.24832211974959237,1.9773053270820087e-07,4.943925105961615e-07
2019-05-21 20:30:00,0.04322647681394187,-0.10697816915404565,8.292401167132745e-07,9.253581903289547e-07
2019-05-21 21:00:00,-0.3768402571641545,0.03312502980665463,2.059184503337271e-07,4.0234956969689416e-07
2019-05-21 21:30:00,-0.2924867572336467,-0.22735360005813082,5.103180671059781e-07,7.063021577331643e-07
2019-05-21 22:00:00,0.4412710342381132,-0.11389533488777812,1.0578686620459497e-06,7.873877962018146e-07
2019-05-21 22:30:00,0.02109903110668121,0.09125586258620307,4.254226065254998e-07,5.917685860643412e-07
2019-05-21 23:00:00,0.24532741121775636,-0.04068839651564614,4.105451280689331e-07,3.999525165402743e-07
2019-05-21 23:30:00,-0.07721828963559929,0.01669265904404152,3.2686672265876826e-07,4.656057483386529e-07
