n_samples,mse_adj,mae_adj,mse_raw,mae_raw,qlike_filtered,qlike_nofilter,exp_id,experiment_name,model,segment,qlike,delta_mse_raw,delta_mae_raw,delta_qlike,oos_r2
17577,0.30262041728913097,0.4126842455309775,2.742368636020711e-10,3.1939545223962554e-06,0.17377340188485144,0.174153027644758,2,moments,ridge,GLOBAL_CLOSING,0.174153027644758,-7.999016793931849e-11,-6.924702757638772e-07,-0.03795472015779586,0.22581610328056534
159951,0.35621246454865635,0.4348979047482007,2.0337230423273774e-10,1.2043252317464457e-06,21.53477411245149,21.534301762284393,2,moments,ridge,GLOBAL_OVERNIGHT,21.534301762284393,7.869502064420993e-11,-3.189336437835904e-07,-6.498022987012913,-0.6311897274240186
16382,0.22865296480560884,0.37370158197018105,1.525522568511532e-10,3.4533688990755394e-06,0.12372025644815161,0.1237536893237972,3,liquidity,ridge,GLOBAL_MORNING,0.1237536893237972,-4.4384172548163715e-10,-1.8079636218528385e-06,-0.10241521502507257,0.7442089266990148
20480,0.26582372880983485,0.3986792717191586,4.919912938551673e-11,2.1413702026886035e-06,0.14807025259347015,0.1481361340497461,3,liquidity,ridge,GLOBAL_MIDDAY,0.1481361340497461,-5.1330499085853634e-11,-5.723133780038612e-07,-0.02698142155923583,0.5106007041543175
16374,0.3134761701963801,0.42043912157591806,1.4888975961543314e-10,2.962358933171362e-06,0.18195697372516237,0.18248151072143368,3,liquidity,ridge,GLOBAL_CLOSING,0.18248151072143368,-2.0533727192595644e-10,-9.240658649887704e-07,-0.029626237081120194,0.5796770253033721
86393,0.4211600131238306,0.47835759572699055,9.306706344020029e-11,1.3548717549456138e-06,0.2855907129021116,0.2857105429431628,3,liquidity,ridge,GLOBAL_OVERNIGHT,0.2857105429431628,-3.161022014832751e-11,-1.6838712058442226e-07,-27.746614206354142,0.25353632384749947
16156,0.2271375088068137,0.37232264304702295,1.3700689420986056e-10,3.3468423984930686e-06,0.12343490798081087,0.12343490798081087,4,market_ew,ridge,GLOBAL_MORNING,0.12343490798081087,-4.5938708812292977e-10,-1.9144901224353093e-06,-0.1027339963680589,0.7702745194142315
20195,0.2658658294381957,0.39844900553202156,4.821105155988945e-11,2.093267528891422e-06,0.14777422679680816,0.14779047346990057,4,market_ew,ridge,GLOBAL_MIDDAY,0.14779047346990057,-5.2318576911480914e-11,-6.204160518010428e-07,-0.02732708213908136,0.5204294266976289
16146,0.3144597275729593,0.4211094245515156,1.3930908796176908e-10,2.841512473471108e-06,0.1815814895994529,0.1821408182117625,4,market_ew,ridge,GLOBAL_CLOSING,0.1821408182117625,-2.149179435796205e-10,-1.0449123246890246e-06,-0.029966929590791364,0.6067237236086215
82862,0.428895688576874,0.48155839329115246,9.306000447815661e-11,1.3207000372287264e-06,0.2967200780563526,0.29684938075482,4,market_ew,ridge,GLOBAL_OVERNIGHT,0.29684938075482,-3.161727911037119e-11,-2.0255883830130969e-07,-27.735475368542485,0.2535929417159716
16156,0.2271422029182549,0.3724995652427854,1.3624312942781342e-10,3.3650737615531593e-06,0.12414208849767541,0.12414208849767541,5,market_vw,ridge,GLOBAL_MORNING,0.12414208849767541,-4.601508529049769e-10,-1.8962587593752186e-06,-0.10202681585119436,0.7715551573895841
20195,0.26545123679677346,0.3984778116545446,4.72870346865837e-11,2.100679222316917e-06,0.1480435370312171,0.14805822128674176,5,market_vw,ridge,GLOBAL_MIDDAY,0.14805822128674176,-5.324259378478666e-11,-6.13004358375548e-07,-0.02705933432224017,0.5296209146933186
16146,0.31327557415158747,0.42047610396210044,1.3838443392856688e-10,2.8376050459342334e-06,0.18150398063894563,0.1820500623123239,5,market_vw,ridge,GLOBAL_CLOSING,0.1820500623123239,-2.158425976128227e-10,-1.0488197522258991e-06,-0.03005768549022997,0.6093340665550043
82862,0.42816083615362105,0.481791566379048,9.230106744850348e-11,1.3237923468933971e-06,0.29535222890124607,0.2954847594322327,5,market_vw,ridge,GLOBAL_OVERNIGHT,0.2954847594322327,-3.237621614002433e-11,-1.9946652863663894e-07,-27.736839989865075,0.25968015349833484
11920,0.2510958474808257,0.3869368481276662,1.9076659776652162e-10,2.730980722222549e-06,0.1319208430997091,0.1319208430997091,6,sentiment,ridge,GLOBAL_MORNING,0.1319208430997091,-4.0562738456626873e-10,-2.530351798705829e-06,-0.09424806124916066,0.680133261874408
14867,0.26937066291129347,0.40312574080792185,4.5759433926081785e-11,1.6724305961210688e-06,0.15027163303965346,0.15037656280944567,6,sentiment,ridge,GLOBAL_MIDDAY,0.15037656280944567,-5.477019454528858e-11,-1.041252984571396e-06,-0.02474099279953626,0.5448164424569268
11680,0.31330898148599945,0.4230661128057262,7.317243020743794e-11,1.9761401953359932e-06,0.18347589837262604,0.18387758582396113,6,sentiment,ridge,GLOBAL_CLOSING,0.18387758582396113,-2.8105460133395167e-10,-1.9102846028241393e-06,-0.028230161978592738,0.7934306992635933
106199,0.3602348995452497,0.4381073573907163,5.567296458853609e-11,8.571947659600935e-07,0.6841231465323886,0.6841581061042276,6,sentiment,ridge,GLOBAL_OVERNIGHT,0.6841581061042276,-6.900431899999171e-11,-6.660641095699425e-07,-27.34816664319308,0.5534634458970612
4095,0.3007467304766659,0.42393958280502664,3.3172726302482026e-10,5.294112353016891e-06,0.15825996893420272,0.15825996893420272,7,implied_vol,ridge,GLOBAL_MORNING,0.15825996893420272,-2.646667193079701e-10,3.277983208851286e-08,-0.06790893541466705,0.4437783196147089
6825,0.2722007664913069,0.3976067286866586,6.583337560518844e-11,2.153352381739008e-06,0.16009681735584075,0.16009681735584075,7,implied_vol,ridge,GLOBAL_MIDDAY,0.16009681735584075,-3.469625286618192e-11,-5.60331198953457e-07,-0.01502073825314118,0.3451345975685467
5429,0.3313728934641761,0.42214510260008853,5.6098162846051973e-11,2.473483608475111e-06,0.22308169058066518,0.22306257127631599,7,implied_vol,ridge,GLOBAL_CLOSING,0.22306257127631599,-2.981288686953376e-10,-1.4129411896850217e-06,0.010954823473762115,0.8416321797860952
4065,0.3974073814027889,0.46808264686860884,1.2495037623717236e-10,2.3096508705733193e-06,0.26332831743956764,0.263264519125138,7,implied_vol,ridge,GLOBAL_OVERNIGHT,0.263264519125138,2.73092648644551e-13,7.863919950432833e-07,-27.76906023017217,-0.002190396203576528
6120,0.30358105459546786,0.4295248597183523,2.387782945898172e-10,4.206912324847889e-06,0.16120128601111164,0.16120128601111164,8,vol_demand,ridge,GLOBAL_MORNING,0.16120128601111164,-3.5761568774297316e-10,-1.0544201960804889e-06,-0.06496761833775813,0.5996299398329981
10200,0.2835327923322019,0.412098609907612,3.544659227352811e-11,1.8254809383707826e-06,0.16011903633745433,0.16011903633745433,8,vol_demand,ridge,GLOBAL_MIDDAY,0.16011903633745433,-6.508303619784226e-11,-8.882026423216822e-07,-0.014998519271527594,0.6474015391032418
8146,0.3172049474391357,0.41994411348720306,4.29639589184655e-11,2.1107047881822535e-06,0.19506101166118828,0.195445060551556,8,vol_demand,ridge,GLOBAL_CLOSING,0.195445060551556,-3.1126307262292406e-10,-1.775720009977879e-06,-0.01666268725099787,0.8787106711435562
18284,0.4873731703686922,0.5299982895716889,4.1414901867834744e-11,1.0378870842041184e-06,0.2863500788810076,0.28630912561425803,8,vol_demand,ridge,GLOBAL_OVERNIGHT,0.28630912561425803,-8.326238172069305e-11,-4.853717913259176e-07,-27.746015623683046,0.6678231938023589
3753,0.30027243728172404,0.42290689741244614,1.0379581733291583e-09,6.006796624597153e-06,0.15961887766651248,0.15961887766651248,9,all_features,ridge,GLOBAL_MORNING,0.15961887766651248,4.415641909963679e-10,7.454641036687755e-07,-0.0665500266823573,-0.7403900845363882
6259,0.2697394143861559,0.39670421403200407,1.121591654539593e-10,2.459877316105669e-06,0.16006195483599583,0.16005684251301056,9,all_features,ridge,GLOBAL_MIDDAY,0.16005684251301056,1.1629536982588934e-11,-2.538062645867959e-07,-0.015060713095971373,-0.11568268140870419
4978,0.3528779404822435,0.42076005222035506,0.00011597694428193153,0.0001557490730797291,0.22116387619181274,0.22116387619181274,9,all_features,ridge,GLOBAL_CLOSING,0.22116387619181274,0.00011597659005489999,0.00015186264828156895,0.009056128389258872,-327407.5091057773
3726,0.38980461860570137,0.46555962249389693,1.4800022582860724e-10,2.600122034740795e-06,0.2545707904793232,0.254584546792724,9,all_features,ridge,GLOBAL_OVERNIGHT,0.254584546792724,2.3322942240079436e-11,1.076863159210759e-06,-27.77774020250458,-0.18706649334013492
17700,4.74394614407601,0.6903669387316632,6.793994817522325e-10,4.085772570946707e-06,0.15157825239776115,0.1516831552023802,10,baseline,xgboost,GLOBAL_MORNING,0.1516831552023802,8.300549941944217e-11,-1.175559949981671e-06,-0.07448574914648956,-0.13917896873266034
22026,4.155451945702909,0.715827288171429,1.2838437785983986e-10,2.3900236642423614e-06,0.16449263271188563,0.1646081224629617,10,baseline,xgboost,GLOBAL_MIDDAY,0.1646081224629617,2.7854749388469498e-11,-3.236599164501034e-07,-0.010509433146020236,-0.2770799993198243
17325,10.598342668965893,0.8281118742225928,1.9702289979088014e-10,3.2184424001356426e-06,0.19419919459839655,0.1947834839403986,10,baseline,xgboost,GLOBAL_CLOSING,0.1947834839403986,-1.5720413175050945e-10,-6.679823980244899e-07,-0.01732426386215527,0.4437948483672991
157660,16.134957582563295,0.9008571269407848,7.601961686332335e-11,1.1658165233746802e-06,0.21888907478417194,0.21895355575044162,10,baseline,xgboost,GLOBAL_OVERNIGHT,0.21895355575044162,-4.8657666725204455e-11,-3.5744235215535586e-07,-27.813371193546864,0.39026890324134156
17700,2.906065098260714,0.6622746504732314,3.701140210681921e-10,4.182164205349026e-06,0.14996150019020857,0.14996150019020857,11,moments,xgboost,GLOBAL_MORNING,0.14996150019020857,-2.2627996126459827e-10,-1.079168315579352e-06,-0.0762074041586612,0.3794135554143353
22026,3.334161708299396,0.7148250242775088,2.242433247445464e-10,2.69897233110384e-06,0.16386998988987578,0.16397809713286968,11,moments,xgboost,GLOBAL_MIDDAY,0.16397809713286968,1.2371369627317603e-10,-1.4711249588624882e-08,-0.011139458476112252,-1.230619252794794
17325,4.584839088673988,0.7967461011491325,3.6169582897288553e-10,3.6200416664218807e-06,0.19580020325893163,0.19646883731010234,11,moments,xgboost,GLOBAL_CLOSING,0.19646883731010234,7.468797431495947e-12,-2.663831317382519e-07,-0.01563891049245153,-0.021084775487054452
157660,13.488057677266275,0.8922990566828359,6.786254044144701e-11,1.2135239005943835e-06,0.2148288568764284,0.21488393162101976,11,moments,xgboost,GLOBAL_OVERNIGHT,0.21488393162101976,-5.681474314708079e-11,-3.097349749356525e-07,-27.817440817676285,0.45569442573505514
17700,3.0461434710295197,0.6666073528528483,2.0816292012238402e-10,3.802057779267479e-06,0.1519408754517536,0.1519408754517536,12,liquidity,xgboost,GLOBAL_MORNING,0.1519408754517536,-3.8823106221040633e-10,-1.459274741660899e-06,-0.07422802889711616,0.6509640836613468
22026,2.5929409027914647,0.6827161982087083,5.859680052071415e-11,2.2301052355080703e-06,0.15977388366917103,0.15988646226948985,12,liquidity,xgboost,GLOBAL_MIDDAY,0.15988646226948985,-4.1932827950656216e-11,-4.835783451843944e-07,-0.015231093339492074,0.4171190980040097
17325,3.5354242039823642,0.7640715768850387,1.5837772568800334e-10,3.0660401678743113e-06,0.18852050375260082,0.18912669998164258,12,liquidity,xgboost,GLOBAL_CLOSING,0.18912669998164258,-1.9584930585338624e-10,-8.203846302858213e-07,-0.022981047820911288,0.5528920393262033
157660,14.63401390332565,0.9079481089960062,6.949994561564289e-11,1.1828990800110392e-06,0.20832796260167522,0.20838707858049557,12,liquidity,xgboost,GLOBAL_OVERNIGHT,0.20838707858049557,-5.5177337972884915e-11,-3.403597955189969e-07,-27.82393767071681,0.44256127808323587
17902,4.480187042867788,0.6926926480446701,2.477699588465863e-10,3.83512311250601e-06,0.15689622837748993,0.15689622837748993,13,market_ew,xgboost,GLOBAL_MORNING,0.15689622837748993,-3.4862402348620403e-10,-1.4262094084223681e-06,-0.06927267597137984,0.5845532212155526
22333,4.031227842688331,0.704970162437573,6.408618639045844e-11,2.2300516893517377e-06,0.1634154580627268,0.16368830083754426,13,market_ew,xgboost,GLOBAL_MIDDAY,0.16368830083754426,-3.644344208091193e-11,-4.836318913407271e-07,-0.011429254771437664,0.36251444111613906
17813,11.020115300840853,0.8149478247126353,3.0661581607341764e-10,3.1697464728249774e-06,0.191470000955684,0.1920087476208178,13,market_ew,xgboost,GLOBAL_CLOSING,0.1920087476208178,-4.761121546797194e-11,-7.166783253351552e-07,-0.020099000181736076,0.13440875830620735
159994,15.792967233513348,0.9089202514427627,5.6605640121600076e-11,1.1474129786524554e-06,0.2224492576751687,0.22245347991054132,13,market_ew,xgboost,GLOBAL_OVERNIGHT,0.22245347991054132,-6.807164346692773e-11,-3.7584589687758067e-07,-27.809871269386765,0.5459827284301801
17916,4.4720180897967285,0.6932694798395944,2.411756971625214e-10,3.832652236526895e-06,0.15798181991614343,0.15798181991614343,14,market_vw,xgboost,GLOBAL_MORNING,0.15798181991614343,-3.55218285170269e-10,-1.428680284401483e-06,-0.06818708443272634,0.595610109580307
22367,4.0533758694327355,0.7045871368123281,6.655151277689815e-11,2.2419739897541836e-06,0.1634080708860436,0.1636798661381297,14,market_vw,xgboost,GLOBAL_MIDDAY,0.1636798661381297,-3.3978115694472213e-11,-4.717095909382812e-07,-0.01143768947085222,0.33799106005995805
17858,11.145868160293503,0.8193059170657031,1.5690185078340895e-10,3.087848228180861e-06,0.192219621245736,0.19277664433880123,14,market_vw,xgboost,GLOBAL_CLOSING,0.19277664433880123,-1.9732518075798064e-10,-7.985765699792716e-07,-0.019331103463752636,0.5570585053866061
160202,15.386351688478111,0.9060871565502708,5.751181091372646e-11,1.146028215766602e-06,0.2226728995818363,0.22267569705050763,14,market_vw,xgboost,GLOBAL_OVERNIGHT,0.22267569705050763,-6.716547267480134e-11,-3.772306597634341e-07,-27.809649052246797,0.5387145977327147
17920,4.626997112729965,0.6949629593343709,6.994291833012473e-10,4.094417098531405e-06,0.15841906189201443,0.15852228328404802,15,sentiment,xgboost,GLOBAL_MORNING,0.15852228328404802,1.0303520096845697e-10,-1.166915422396973e-06,-0.06764662106482175,-0.1727636495684206
22374,4.128175886737005,0.709132128297717,1.2816091068632785e-10,2.3538377818417673e-06,0.1643218919701484,0.16459046963576632,15,sentiment,xgboost,GLOBAL_MIDDAY,0.16459046963576632,2.763128221495749e-11,-3.5984579885069746e-07,-0.01052708597321561,-0.27485710068874414
17866,11.109404976456094,0.8180255264203478,1.957233570323091e-10,3.117332550988892e-06,0.19241923529528762,0.19298329329246858,15,sentiment,xgboost,GLOBAL_CLOSING,0.19298329329246858,-1.5850367450908049e-10,-7.690922471712407e-07,-0.019124454510085293,0.44746352027219627
160226,15.159320481604256,0.8969494482568199,5.537912465146775e-11,1.1343752512568975e-06,0.22209860762386774,0.22216199831143468,15,sentiment,xgboost,GLOBAL_OVERNIGHT,0.22216199831143468,-6.929815893706005e-11,-3.888836242731386e-07,-27.81016275098587,0.5558202500285828
17904,4.32240976291894,0.6832978934761623,2.4909736021142305e-10,3.780598123656495e-06,0.1563774199480668,0.1563774199480668,16,implied_vol,xgboost,GLOBAL_MORNING,0.1563774199480668,-3.472966221213673e-10,-1.480734397271883e-06,-0.06979148440080296,0.5823275090116089
22340,4.244247068378902,0.7097736316664661,8.112105284162161e-11,2.2684692780067277e-06,0.1632903462594673,0.16355378982791796,16,implied_vol,xgboost,GLOBAL_MIDDAY,0.16355378982791796,-1.9408575629748755e-11,-4.452143026857371e-07,-0.011563765781063967,0.19306323841907047
17821,11.08158307189095,0.818798303422432,1.9829349750634384e-10,3.0813797775561373e-06,0.192021780566782,0.1926167727384666,16,implied_vol,xgboost,GLOBAL_CLOSING,0.1926167727384666,-1.5593353403504574e-10,-8.050450206039952e-07,-0.019490975064087257,0.4402078897155699
160020,14.260170507837758,0.8998534935784834,5.226568976904436e-11,1.1192314575852046e-06,0.22172732424967315,0.22178306642318987,16,implied_vol,xgboost,GLOBAL_OVERNIGHT,0.22178306642318987,-7.241159381948345e-11,-4.040274179448315e-07,-27.810541682874117,0.5807921999525052
17916,4.627921759769429,0.6949427935971441,6.994504208353818e-10,4.087434235012664e-06,0.15828463098426865,0.15838788292704045,17,vol_demand,xgboost,GLOBAL_MORNING,0.15838788292704045,1.0305643850259145e-10,-1.1738982859157141e-06,-0.06778102142182932,-0.17279925947523322
22367,4.128887191848236,0.7092081960558602,1.2814676076736895e-10,2.350552107109529e-06,0.1642419371909098,0.16451060963914405,17,vol_demand,xgboost,GLOBAL_MIDDAY,0.16451060963914405,2.7617132295998584e-11,-3.631314735829358e-07,-0.010606945969837883,-0.2747163469709193
17858,11.114666501265207,0.8186167241135663,1.9577249224391626e-10,3.1149953051104557e-06,0.19253021982196036,0.19309450567117262,17,vol_demand,xgboost,GLOBAL_CLOSING,0.19309450567117262,-1.5845453929747332e-10,-7.714294930496769e-07,-0.019013242131381253,0.44732480919926276
160202,15.163669057854833,0.8970898572066268,5.536782353692227e-11,1.13256377562845e-06,0.22216507367260063,0.22222847261474202,17,vol_demand,xgboost,GLOBAL_OVERNIGHT,0.22222847261474202,-6.930946005160554e-11,-3.9069509990158614e-07,-27.810096276682565,0.5559108929606408
17921,4.417176233231752,0.6888489101518908,2.5079308858254763e-10,3.922775786624938e-06,0.157526106956795,0.157526106956795,18,all_features,xgboost,GLOBAL_MORNING,0.157526106956795,-3.4560089375024273e-10,-1.3385567343034395e-06,-0.06864279739207477,0.5794842067292959
22387,4.049885958138476,0.7056562042625175,6.923397804927932e-11,2.316192498091473e-06,0.16372357973343685,0.1639881464288215,18,all_features,xgboost,GLOBAL_MIDDAY,0.1639881464288215,-3.129565042209104e-11,-3.9749108260099195e-07,-0.011129409180160421,0.31130772985004784
17886,11.274063754490003,0.8229014266537967,2.0615277327170003e-10,3.27382482352649e-06,0.19357857364107622,0.1941320626912196,18,all_features,xgboost,GLOBAL_CLOSING,0.1941320626912196,-1.4807425826968955e-10,-6.125999746336425e-07,-0.017975685111334266,0.4180207750530971
160320,15.23733614419385,0.902168301987947,5.669418309006088e-11,1.1610885844273197e-06,0.22086011211415701,0.22091426197942268,18,all_features,xgboost,GLOBAL_OVERNIGHT,0.22091426197942268,-6.798310049846693e-11,-3.621702911027163e-07,-27.811410487317882,0.5452725511957048
17209,4.009852181614704,0.6792988998232828,2.1923304090763543e-10,3.761822806003408e-06,0.16084197171726977,0.16084197171726977,19,baseline,lightgbm,GLOBAL_MORNING,0.16084197171726977,-3.771609414251549e-10,-1.4995097149249698e-06,-0.0653269326316,0.6324023256403307
21507,4.181816739224551,0.7136818014593873,7.398552168762299e-11,2.2898882009912084e-06,0.16704080880204555,0.17667414321402022,19,baseline,lightgbm,GLOBAL_MIDDAY,0.17667414321402022,-2.6544106783747373e-11,-4.237953797012564e-07,0.0015565876050382954,0.264042622929884
17196,6.739436873257899,0.8187635919705751,1.9001876771479711e-10,3.1024179727957787e-06,0.20050192529442043,0.2011195867164503,19,baseline,lightgbm,GLOBAL_CLOSING,0.2011195867164503,-1.6420826382659247e-10,-7.840068253643539e-07,-0.010988161086103565,0.46356785113788135
154010,13.313511451709067,0.8953932494443453,5.0052636492438746e-11,1.1267457769419775e-06,0.2249481113339562,0.22502626281535076,19,baseline,lightgbm,GLOBAL_OVERNIGHT,0.22502626281535076,-7.462464709608906e-11,-3.9651309858805856e-07,-27.807298486481955,0.5985424525479127
16668,4.11313479642432,0.6866839541796539,1.2550744717112792e-10,3.05374718869331e-06,0.1607724661440685,0.1607724661440685,20,moments,lightgbm,GLOBAL_MORNING,0.1607724661440685,-4.708865351616624e-10,-2.2075853322350677e-06,-0.06539643820480126,0.7895561476321298
20817,4.264815773907308,0.7186180120491914,4.138946190113121e-11,1.8050690536902041e-06,0.16844694028193896,0.17838909999890298,20,moments,lightgbm,GLOBAL_MIDDAY,0.17838909999890298,-5.914016657023915e-11,-9.086145270022607e-07,0.003271544389921055,0.5882859358928354
16631,6.838852606402808,0.8237647591713425,5.617612561136186e-11,2.169675335094074e-06,0.20167092316585764,0.20232235829674375,20,moments,lightgbm,GLOBAL_CLOSING,0.20232235829674375,-2.980509059300277e-10,-1.7167494630660584e-06,-0.009785389505810121,0.8414120871382511
149107,13.347103579679438,0.893301197589815,3.5470493960958984e-11,9.038505186182062e-07,0.22332900059681943,0.22333256084802489,20,moments,lightgbm,GLOBAL_OVERNIGHT,0.22333256084802489,-8.920678962756882e-11,-6.194083569118299e-07,-27.80899218844928,0.7155015497608836
16860,4.072518865730715,0.6806586578331926,1.9456316975459242e-10,3.7277516877985305e-06,0.1604487800558061,0.1604487800558061,21,liquidity,lightgbm,GLOBAL_MORNING,0.1604487800558061,-4.0183081257819793e-10,-1.5335808331298475e-06,-0.06572012429306368,0.6737673827734476
21063,4.20910346759241,0.7104807338094774,6.32179200772667e-11,2.204845669186506e-06,0.16646960823100504,0.1763120963496783,21,liquidity,lightgbm,GLOBAL_MIDDAY,0.1763120963496783,-3.7311708394103665e-11,-5.088379115059587e-07,0.0011945407406963593,0.3711513606630864
16836,6.796835059643147,0.816807370569448,1.4841322544802333e-10,2.93540710246248e-06,0.2002387903002191,0.2008102451907213,21,liquidity,lightgbm,GLOBAL_CLOSING,0.2008102451907213,-2.0581380609336625e-10,-9.510176956976526e-07,-0.011297502611832572,0.5810223042487315
150782,13.297086552959758,0.8919294033358862,5.071073777394079e-11,1.112232288327902e-06,0.22392733160735973,0.22398218490922447,21,liquidity,lightgbm,GLOBAL_OVERNIGHT,0.22398218490922447,-7.396654581458701e-11,-4.11026587202134e-07,-27.80834256438808,0.5932640147879598
17033,4.0482879221610295,0.681746927193255,2.1245793565944316e-10,3.778860947826359e-06,0.16111860351076332,0.16111860351076332,22,market_ew,lightgbm,GLOBAL_MORNING,0.16111860351076332,-3.8393604667334717e-10,-1.482471573102019e-06,-0.06505030083810645,0.6437624423566186
21289,4.181449639400742,0.7112041940327598,7.054503143788287e-11,2.278112047308548e-06,0.16727538929629276,0.17701498053858228,22,market_ew,lightgbm,GLOBAL_MIDDAY,0.17701498053858228,-2.9984597033487496e-11,-4.355715333839169e-07,0.0018974249296003498,0.2982662672629567
17024,6.74317671570624,0.8166294744811045,1.943723019635119e-10,3.087406496953931e-06,0.2015608069634211,0.20216241146646088,22,market_ew,lightgbm,GLOBAL_CLOSING,0.20216241146646088,-1.5985472957787769e-10,-7.990183012062014e-07,-0.009945336336092986,0.4512776139141135
152428,13.184162319333705,0.8910054895396688,5.150840730988e-11,1.1290333949816313e-06,0.22495492701421657,0.2249602232263649,22,market_ew,lightgbm,GLOBAL_OVERNIGHT,0.2249602232263649,-7.31688762786478e-11,-3.942254805484048e-07,-27.80736452607094,0.5868661409092526
16852,4.094800230351186,0.6881816399281107,1.2406550402362338e-10,3.052083056087298e-06,0.16135393207942464,0.16135393207942464,23,market_vw,lightgbm,GLOBAL_MORNING,0.16135393207942464,-4.723284783091669e-10,-2.20924946484108e-06,-0.06481497226944513,0.7919739170768589
21047,4.224672862482975,0.7149356831267644,4.094916525537921e-11,1.7927369437179761e-06,0.16693871095678858,0.17679018872468438,23,market_vw,lightgbm,GLOBAL_MIDDAY,0.17679018872468438,-5.958046321599116e-11,-9.209466369744887e-07,0.0016726331157024543,0.5926657058417256
16814,6.777806753023592,0.8180683195090529,5.634397854870644e-11,2.165131518930195e-06,0.19934889901586872,0.19994039621217347,23,market_vw,lightgbm,GLOBAL_CLOSING,0.19994039621217347,-2.9788305299268316e-10,-1.7212932792299375e-06,-0.012167351590380404,0.8409382301979319
150702,13.281772337538662,0.8939058847212517,3.514651159058988e-11,9.014695652447241e-07,0.2240018200124367,0.22400681684035997,23,market_vw,lightgbm,GLOBAL_OVERNIGHT,0.22400681684035997,-8.953077199793792e-11,-6.217893102853119e-07,-27.808317932456944,0.7181001175275534
17208,3.972480098726353,0.6737050659746646,1.2471467030121084e-10,3.1801888796280928e-06,0.16012844023766148,0.16012844023766148,24,sentiment,lightgbm,GLOBAL_MORNING,0.16012844023766148,-4.716793120315796e-10,-2.081143641300285e-06,-0.06604046411120829,0.7908854314502128
21496,4.135379658457059,0.7051613337907174,4.131835619702261e-11,1.8799231503833886e-06,0.16594167014981473,0.17558013892946286,24,sentiment,lightgbm,GLOBAL_MIDDAY,0.17558013892946286,-5.921127227434776e-11,-8.337604303090762e-07,0.000462583320480936,0.5889932468139024
17180,6.634780575857554,0.8064449074210502,5.880562436103091e-11,2.321319134486271e-06,0.19805181582520087,0.19867062307448824,24,sentiment,lightgbm,GLOBAL_CLOSING,0.19867062307448824,-2.9542140718035866e-10,-1.5651056636738617e-06,-0.01343712472806563,0.833988885305723
153953,12.98201051745855,0.8824191080808987,3.506987403659353e-11,9.468616402305517e-07,0.22375669773966544,0.22383490240817702,24,sentiment,lightgbm,GLOBAL_OVERNIGHT,0.22383490240817702,-8.960740955193427e-11,-5.763972352994843e-07,-27.808489846889128,0.7187148049171928
