date,true_adj,pred_adj,naive_adj,true_raw,pred_raw,naive_raw
2020-08-18 14:30:00,-0.4951894927637479,-0.9072891698914776,-0.8122177994956346,8.77857812667618e-07,7.462029587193499e-07,8.737335768043847e-07
2020-08-18 15:00:00,-1.4003881084097127,-0.706388677233539,-0.4951894927637479,4.4442792704150844e-07,1.1418442485412043e-06,1.501628825330521e-06
2020-08-18 15:30:00,-0.35317460082143803,-0.9479664997908506,-1.4003881084097127,1.9091979091557395e-06,1.3518904943576855e-06,9.155675537776324e-07
2020-08-18 16:00:00,-0.4868054322467117,-0.44023646146322126,-0.35317460082143803,3.063325597231673e-06,4.1192979983673195e-06,4.784832990931062e-06
2020-08-19 14:00:00,-1.0539711725599368,-0.5888059235346152,-0.4868054322467117,3.4283812805249614e-07,7.00669510788647e-07,8.261227036671661e-07
2020-08-19 14:30:00,1.7508989050940755,-0.6758139724625565,-1.0539711725599368,8.228852865581775e-06,9.329034283574115e-07,6.805157657664303e-07
2020-08-19 15:00:00,0.9592931085198089,1.1422112981517052,1.7508989050940755,4.705414353853067e-06,7.251763585826399e-06,1.4191437650407668e-05
2020-08-19 15:30:00,-0.19137156467097327,0.6850614918757955,0.9592931085198089,1.9477521827836145e-06,6.005776189907493e-06,8.412004745901616e-06
2020-08-19 16:00:00,0.006356085225146302,-0.07240554136407229,-0.19137156467097327,4.848014391211876e-06,5.751267456076812e-06,5.436637348543765e-06
2020-08-20 14:00:00,-0.12909025370837135,0.08052398395722912,0.006356085225146302,7.536797590223904e-07,1.1929618694402516e-06,1.17936691629749e-06
2020-08-20 14:30:00,-0.414894497082237,-0.056138591717765585,-0.12909025370837135,9.435114470580126e-07,1.7336374798474564e-06,1.7159667589003933e-06
2020-08-20 15:00:00,-0.9206056032341525,-0.24862555008154974,-0.414894497082237,8.126743381410931e-07,2.0424864268772064e-06,1.8415460369852242e-06
2020-08-20 15:30:00,-0.06917019231815047,-0.4853429831823488,-0.9206056032341525,2.2009241784098985e-06,1.863240599203266e-06,1.2837187128365558e-06
2020-08-20 16:00:00,-0.426127809251307,-0.07496974882837776,-0.06917019231815047,3.190734542612651e-06,5.8183800545679355e-06,6.230944580095782e-06
2020-08-21 14:00:00,-0.22377847148801777,-0.3780525581930986,-0.426127809251307,6.094364976492375e-07,6.70399186812861e-07,6.80280073420039e-07
2020-08-21 14:30:00,-1.6469821920188057,-0.11482703293334032,-0.22377847148801777,2.545882863575459e-07,1.51234318188753e-06,1.4439974673057036e-06
2020-08-21 15:00:00,-0.8543146292847634,-0.7681118871953997,-1.6469821920188057,7.672873533581446e-07,1.0734969607314426e-06,4.746192873016331e-07
2020-08-21 15:30:00,-0.5394198145469868,-0.3667109922361046,-0.8543146292847634,1.2948696256770998e-06,1.975322160411621e-06,1.29153879023406e-06
2020-08-21 16:00:00,-1.192032032892607,-0.20882056635735968,-0.5394198145469868,1.4511717777926274e-06,4.978832800881835e-06,3.8087564278613566e-06
2020-08-24 14:00:00,0.10052992313033471,-0.7255160931931265,-1.192032032892607,7.817034651899623e-07,4.3923831246870984e-07,2.9331076549081265e-07
2020-08-24 14:30:00,-0.721699838038619,-0.034878823921101615,0.10052992313033471,5.682680840981579e-07,1.4495768533399133e-06,1.7671833237500976e-06
2020-08-24 15:00:00,-0.23077742518947808,-0.496817538940574,-0.721699838038619,1.1663528254161602e-06,1.147349144825546e-06,9.755814682421652e-07
2020-08-24 15:30:00,-0.4052911754113495,-0.009351814737795686,-0.23077742518947808,1.4710790614180528e-06,2.8054058443982362e-06,2.3936732363004794e-06
2020-08-24 16:00:00,-0.14276143668987906,-0.20133487379929516,-0.4052911754113495,4.039665047433897e-06,4.890042572004884e-06,4.2458889490915294e-06
2020-08-25 14:00:00,-0.3084829534829119,-0.1013217350043652,-0.14276143668987906,5.599403576632625e-07,8.841300430737637e-07,9.031340198353276e-07
2020-08-25 14:30:00,-0.00758664971752232,0.002356726860162625,-0.3084829534829119,1.1606163448271543e-06,1.5045701448158052e-06,1.173949916493299e-06
2020-08-25 15:00:00,-1.0531400858548121,0.09227962111888459,-0.00758664971752232,5.016898534328324e-07,2.024371337842525e-06,1.9505266869998854e-06
2020-08-25 15:30:00,-1.2703453967582714,-0.3340301913300804,-1.0531400858548121,6.193665390491567e-07,2.0276344904998433e-06,1.051761570252399e-06
2020-08-25 16:00:00,-1.854758407738478,-0.5472051532532021,-1.2703453967582714,7.291796152174097e-07,3.460215014045084e-06,1.7876412033564752e-06
2020-08-26 14:00:00,-0.1786142739753025,-0.8344855854610123,-1.854758407738478,5.913045933390356e-07,3.93890371839934e-07,1.5118531033728923e-07
2020-08-26 14:30:00,0.03449886771956301,-0.0057155012161028,-0.1786142739753025,1.2561109127239005e-06,1.5487043351043196e-06,1.3871154799953602e-06
2020-08-26 15:00:00,1.0918713255284338,0.09857283069071099,0.03449886771956301,3.6680819039088437e-06,1.743654251632698e-06,1.7412715001621563e-06
2020-08-26 15:30:00,0.5855496380730738,0.702553573896402,1.0918713255284338,3.7185221027767466e-06,5.365249649411648e-06,8.431436497625977e-06
