date,true_adj,pred_adj,naive_adj,true_raw,pred_raw,naive_raw
2023-08-23 17:00:00,2.042514997018948,1.1499279090518777,2.566769964366884,1.1160273260939618e-06,5.258979051165683e-07,2.3205929463485764e-06
2023-08-23 17:30:00,0.6159505021567977,1.0525055336095597,2.042514997018948,2.9103511063637033e-07,5.180970102469426e-07,1.4918926480328317e-06
2023-08-23 18:00:00,0.5187892632224216,0.5656277910437828,0.6159505021567977,1.9334000836049692e-07,2.3309647527465233e-07,2.6227773401788905e-07
2023-08-23 18:30:00,1.4482312501128085,0.5536219111334981,0.5187892632224216,1.4199732866012374e-06,6.677725061829151e-07,6.900359984289343e-07
2023-08-23 19:00:00,0.35218219244382887,0.915140936927991,1.4482312501128085,2.26676431197232e-07,4.5789774207633096e-07,8.349443380790225e-07
2023-08-23 19:30:00,0.5022297819636901,0.43488087200040704,0.35218219244382887,2.3833997337228775e-07,2.563420692915715e-07,2.5250800243181685e-07
2023-08-23 20:00:00,-0.4094020173781274,0.3648335175454207,0.5022297819636901,1.0312262099528513e-07,2.573193362112659e-07,3.1587387089950557e-07
2023-08-23 20:30:00,0.28548316075854707,0.006062241487062692,-0.4094020173781274,5.473552901757096e-07,4.762013428807559e-07,3.3630058391199054e-07
2023-08-23 21:00:00,-0.0803923727298077,0.21990519322828217,0.28548316075854707,2.877618857888523e-07,4.4701603900075706e-07,5.107096876270636e-07
2023-08-23 21:30:00,-0.5539175596502162,0.015995197583028142,-0.0803923727298077,2.2215447989035597e-07,4.518947547346884e-07,4.3908393853526694e-07
2023-08-23 22:00:00,-0.1240952343497046,-0.17747776382228944,-0.5539175596502162,4.0014142617104366e-07,4.3641737925808724e-07,3.204698311448225e-07
2023-08-23 22:30:00,-0.050240243810163676,-0.05932688805565914,-0.1240952343497046,3.8105457142372077e-07,4.344233456430918e-07,4.3566779855139806e-07
2023-08-23 23:00:00,0.249362216002881,-0.013097985978106463,-0.050240243810163676,3.6805203169261834e-07,3.25684028428526e-07,3.357659283639127e-07
2023-08-23 23:30:00,-0.24074289813143324,0.0436286307827401,0.249362216002881,2.3677924665786383e-07,3.620069259208001e-07,4.7581341357293707e-07
2023-08-24 00:00:00,-0.3784250701950498,-0.13948895973193345,-0.24074289813143324,1.1530307078016623e-07,1.6845417040703524e-07,1.6288405823377047e-07
2023-08-24 00:30:00,0.15720452884704628,-0.1543301664698764,-0.3784250701950498,2.119953413967578e-07,1.7860794660298896e-07,1.5273847077108994e-07
2023-08-24 01:00:00,-0.14406604018248714,0.0128906833705483,0.15720452884704628,1.1220625738642409e-07,1.5102706237137933e-07,1.8668108760180778e-07
2023-08-24 01:30:00,-0.6454502991214497,-0.029928151890018906,-0.14406604018248714,1.9930507632458184e-07,4.2433464526682496e-07,4.050511571965624e-07
2023-08-24 02:00:00,0.1461323458832542,-0.2605230672391303,-0.6454502991214497,3.797275592408432e-07,2.9089494546436974e-07,2.118045293156779e-07
2023-08-24 02:30:00,0.035250188227728074,-0.004282585181200782,0.1461323458832542,5.51470241825435e-07,6.098534375314991e-07,7.584390600707512e-07
2023-08-24 03:00:00,0.35005190580168666,0.021654445588355636,0.035250188227728074,4.831300533379242e-07,4.0023504038646645e-07,4.3410071873523737e-07
2023-08-24 03:30:00,0.9896806921020911,0.06472761135923144,0.35005190580168666,3.168091469297212e-06,1.4453331121218137e-06,2.0570912629679186e-06
2023-08-24 04:00:00,0.30305418504340764,0.3565815986896961,0.9896806921020911,1.3327317406648265e-06,1.6175646998788894e-06,3.2597473741420584e-06
