date,true_adj,pred_adj,true_raw,pred_raw
2018-10-30 14:00:00,2.9634721747913,3.186700004341785,1.4047014221425622e-05,1.5105125892926118e-05
2018-10-30 14:30:00,1.8649121675292155,3.0903672421460553,1.3300321603000264e-05,2.2040114761209317e-05
2018-10-30 15:00:00,4.506183598530874,2.4247437399762903,2.191122164738761e-05,1.1790264724690195e-05
2018-10-30 15:30:00,3.469447206520228,3.348597589294071,1.912678407974691e-05,1.846054983630295e-05
2018-10-30 16:00:00,1.3906431325536408,3.017421393818367,1.0356125857222189e-05,2.2470751113030402e-05
2018-10-30 16:30:00,0.9153733382643771,2.3608269265626394,1.7645836889416416e-06,4.551013791733878e-06
2018-10-30 17:00:00,2.1868081755792743,4.716072284917445,1.4773597376072491e-06,3.186075208236701e-06
2018-10-30 17:30:00,4.134427509607293,5.036924886664452,1.228453602903138e-06,1.496610718218435e-06
2018-10-30 18:00:00,6.666124270254746,5.938778946878648,1.7160487297669945e-06,1.5288094933412657e-06
2018-10-30 18:30:00,0.8114671094800244,7.0798962123860365,7.138820735549722e-07,6.228485331821764e-06
2018-10-30 19:00:00,0.8076993820189705,0.7859582865413756,4.990973743575721e-07,4.856630151020267e-07
2018-10-30 19:30:00,0.8386810114687576,4.524703176234866,5.964294005818551e-07,3.2177502129045255e-06
2018-10-30 20:00:00,0.6825560858340828,2.0082370990876015,6.729282710713516e-07,1.979909852153699e-06
2018-10-30 20:30:00,1.138807894718588,1.9626108928894275,1.8110834135789769e-06,3.1212042451635903e-06
2018-10-30 21:00:00,1.3245613579303395,1.8268619585542907,1.397063571257386e-06,1.9268584854385778e-06
2018-10-30 21:30:00,1.9832510496850742,1.6794305227851396,2.213429852698969e-06,1.8743475039414424e-06
2018-10-30 22:00:00,0.8575641520906377,2.03068261169924,1.3216721090028256e-06,3.1296743964598857e-06
2018-10-30 22:30:00,0.7294657912102305,1.6804412054992097,9.765143416546173e-07,2.249557083074272e-06
2018-10-30 23:00:00,0.9823756152665861,1.6804412054992097,1.0995212264389394e-06,1.8808292332537365e-06
