date,true_adj,pred_adj,naive_adj,true_raw,pred_raw,naive_raw
2024-02-28 15:00:00,0.0751844905445811,-0.5471054649919576,-0.7403920256927101,1.2155668432970843e-06,8.145112488551116e-07,7.102035222211969e-07
2024-02-28 15:30:00,-0.09088860071713079,-0.1134458836661427,0.0751844905445811,1.0856890900846362e-06,1.3252087816439064e-06,1.6929122898322322e-06
2024-02-28 16:00:00,-0.5484366474476765,-0.18549607324649978,-0.09088860071713079,1.194836930693885e-06,2.144406234189514e-06,2.493581610267011e-06
2024-02-29 14:00:00,-0.721642360519013,-0.41110971380284683,-0.5484366474476765,4.336551807119678e-07,7.385543985266306e-07,6.810377436177582e-07
2024-02-29 14:30:00,-0.5655636367880117,-0.4962979171116669,-0.721642360519013,1.1081234134429338e-06,1.4826723409196343e-06,1.2520116201491734e-06
2024-02-29 15:00:00,-0.10545462633433367,-0.4040629011460494,-0.5655636367880117,1.0339292297673845e-06,9.57595777055588e-07,8.619307324482767e-07
2024-02-29 15:30:00,-0.9987841840366247,-0.17945227119436172,-0.10545462633433367,4.379367909791459e-07,1.2405609179839745e-06,1.4131357586398154e-06
2024-02-29 16:00:00,0.7002669334719211,-0.6666619162838648,-0.9987841840366247,4.164987595409004e-06,1.3253768805243494e-06,1.0058414866818047e-06
2024-03-01 14:00:00,-0.4459644184061702,0.24777579703006308,0.7002669334719211,5.372243319222003e-07,1.3422040868277056e-06,2.232348436841304e-06
2024-03-01 14:30:00,-0.21020907706887293,-0.3202519520823427,-0.4459644184061702,1.1872167839562812e-06,1.3277440052039233e-06,1.2386458184455542e-06
2024-03-01 15:00:00,-0.05376776883766787,-0.18810142239010152,-0.21020907706887293,1.0685026183960072e-06,1.1663007669598874e-06,1.2068084733508906e-06
2024-03-01 15:30:00,0.25524502869877885,-0.1057468178087162,-0.05376776883766787,1.4264355847158044e-06,1.2412256235182903e-06,1.3831012334913203e-06
2024-03-01 16:00:00,-0.9516337975588396,0.10337714735940431,0.25524502869877885,7.983665639279805e-07,2.8626160821325577e-06,3.524905770335072e-06
2024-03-04 14:00:00,-0.6004120762320593,-0.574628966353576,-0.9516337975588396,4.5621053968527965e-07,5.84437550283625e-07,4.2406850178986926e-07
2024-03-04 14:30:00,-1.061065170736942,-0.4054849474841527,-0.6004120762320593,3.9695779161049594e-07,9.5462881495379e-07,8.31012936994003e-07
