date,true_adj,pred_adj,true_raw,pred_raw
2013-01-18 20:00:00,-0.7639386182283108,-0.8919746784537852,2.181438577690881e-07,2.223112767767223e-07
2013-01-20 18:30:00,1.1214643728184193,-0.7490774431272434,1.6855525834515806e-06,3.0074621821279165e-07
2013-01-20 19:00:00,0.4133167558546855,-0.12695315024255605,5.985266907755401e-07,4.038974780269189e-07
2013-01-22 04:30:00,0.9625548444071832,-0.23592106155304843,2.3672212048451036e-06,8.271251530202615e-07
2013-01-22 05:00:00,0.816066878948055,0.04719033218160573,1.641327192502611e-06,8.812521333706364e-07
2013-01-22 05:30:00,0.43531183532413387,0.12654686356556535,1.1764959117559508e-06,1.0007356174080642e-06
2013-01-22 06:00:00,-0.10146911521788482,0.016752612793353452,6.414750196343871e-07,8.362702573864239e-07
2013-01-22 06:30:00,0.47434579363386575,-0.16699394511910418,9.966123145493622e-07,6.078827196541215e-07
2013-01-22 07:00:00,0.5614420176817116,-0.008163604293299577,1.1527200681174464e-06,7.553898303737266e-07
2013-01-22 07:30:00,0.0680685956224103,-0.011099095961946227,8.215860237329521e-07,8.79214434150739e-07
2013-01-22 08:00:00,-0.28379082787829546,-0.1497973145056408,6.1403402926335e-07,8.132216679676631e-07
2013-01-22 08:30:00,0.06540371438218173,-0.32643726320932603,9.703800937601142e-07,7.596112056458297e-07
2013-01-22 09:00:00,-0.6176753450411123,-0.23630227059899295,6.659340299751115e-07,1.1294923358612845e-06
2013-01-22 09:30:00,-0.5923857525135432,-0.4916643097596713,5.448433144583223e-07,6.979724025937609e-07
2013-01-22 10:00:00,-0.7153126810348169,-0.5142185093870194,1.7769694049110808e-06,2.516737369089397e-06
2013-01-22 10:30:00,-0.414318189516349,-0.5886432557889043,1.9387596160988267e-06,1.8864244155402287e-06
2013-01-22 11:00:00,-0.819664463699274,-0.48239876599994164,8.018004626413202e-07,1.3012561412064492e-06
2013-01-22 11:30:00,-0.699490021869563,-0.6318745797263379,9.434357509362063e-07,1.1692333686878624e-06
2013-01-22 12:00:00,-0.42901845425475393,-0.5479045163511479,9.33509041305509e-07,9.600875235743695e-07
2013-01-22 12:30:00,0.055568792808273315,-0.48866035254030066,1.037386190204641e-06,6.972822433407622e-07
2013-01-22 13:00:00,-1.1606770485180729,-0.31197243510924466,4.250200572493088e-07,1.150326206800732e-06
2013-01-22 13:30:00,-0.8113460950679894,-0.7480470765101018,4.70649383829858e-07,5.807801534297015e-07
2013-01-22 14:00:00,-0.4199940712829502,-0.6622227279775126,6.337965002193579e-07,5.762024836981712e-07
2013-01-22 14:30:00,-0.44145228051467633,-0.5261405010522802,8.563174131884092e-07,9.113370083188592e-07
2013-01-22 15:00:00,-0.7658731204244962,-0.5229573499649298,4.916107937988208e-07,7.26009404683772e-07
2013-01-22 15:30:00,-0.4614850237712478,-0.6521452917722748,9.40207456519851e-07,9.00004844252111e-07
2013-01-22 16:00:00,-0.44563194404836537,-0.5227374148290244,1.7503828464718876e-06,1.8770265963595444e-06
2013-01-22 16:30:00,0.2799249609375618,-0.5095425516336479,1.0804385502061942e-06,5.682802270852566e-07
2013-01-22 17:00:00,-0.7661708310398545,-0.1618083251495319,2.5736580389062137e-07,5.455643724759909e-07
2013-01-22 17:30:00,0.6237539040899627,-0.5387737978460128,5.071654997825623e-07,1.8369367167947562e-07
2013-01-22 18:00:00,0.3365869494644045,-0.049206343931067695,2.46319167033194e-07,1.9398768798297219e-07
2013-01-22 18:30:00,0.12688629811921714,-0.09598272045856399,6.865076969679233e-07,6.36324264300057e-07
2013-01-22 19:00:00,-0.010197185481549909,-0.14421791325059669,3.918805910758573e-07,3.969841341332224e-07
2013-01-22 19:30:00,-0.213547771655465,-0.20060983654702277,4.502851513785618e-07,5.283605187639072e-07
2013-01-22 20:00:00,-0.1792516188565152,-0.2585057039445819,3.766806053129255e-07,4.0306724416406454e-07
2013-01-22 20:30:00,0.03759200161472087,-0.29414911059429916,7.039908582529375e-07,5.852178218097683e-07
2013-01-22 21:00:00,-1.1849882106478464,-0.24694094320785745,2.2536631339894747e-07,6.669627983797781e-07
2013-01-23 05:00:00,0.08005177736989921,-0.698891110275262,7.908097508450993e-07,4.203444097283429e-07
2013-01-23 05:30:00,-0.24363609037144585,-0.2992778244356733,5.999968820744474e-07,6.57367083385994e-07
2013-01-23 06:00:00,-0.22863504994808004,-0.43366853847800674,5.648749097790213e-07,5.330049354915954e-07
2013-01-23 06:30:00,0.004054884359920408,-0.40075483454105915,6.80498636236626e-07,5.258289467734883e-07
2013-01-23 07:00:00,-0.2659142407507833,-0.3168918063913835,5.153947126753966e-07,5.67315359279497e-07
2013-01-23 07:30:00,-0.22802160321834108,-0.2092140139491119,6.18664805320768e-07,7.302092009827134e-07
2013-01-23 08:00:00,-0.002462291163702446,-0.3102379251137821,7.808736731462587e-07,6.648740452969787e-07
2013-01-23 08:30:00,-0.3916003232038552,-0.2390517775657987,6.144231169659558e-07,8.289768392014369e-07
2013-01-23 09:00:00,-0.8877888116437767,-0.2785288415398095,4.951263269801049e-07,1.0547222811157037e-06
2013-01-23 09:30:00,-0.09769257088430194,-0.4741428111200819,7.208340386822749e-07,5.730188154399252e-07
2013-01-23 10:00:00,-0.836560605652851,-0.25361426411294086,1.5073698413196022e-06,3.1276205605582993e-06
2013-01-23 10:30:00,-0.44251496996853845,-0.5450656705880963,1.5914641989404398e-06,1.663732606327592e-06
2013-01-23 11:00:00,-0.35772615999978186,-0.41202665089244683,1.230253465964171e-06,1.3496962830564869e-06
2013-01-23 11:30:00,-0.934331151247795,-0.39147009297704827,6.531759784485376e-07,1.302013912218344e-06
2013-01-23 12:00:00,-0.16134534384349486,-0.5764965962433437,1.1604908142941344e-06,8.874985809841737e-07
2013-01-23 12:30:00,-1.2329161169682763,-0.3453241572391897,2.8599508922284354e-07,8.047458106008614e-07
2013-01-23 13:00:00,-1.0084159344667611,-0.7143385460082713,4.949206642049411e-07,7.692643959717926e-07
2013-01-23 13:30:00,-0.6747792555324263,-0.6762526992361525,5.170097041204275e-07,5.979744726489632e-07
2013-01-23 14:00:00,-0.9133045104503843,-0.5892419754188799,3.8298014296157975e-07,6.133928168880471e-07
2013-01-23 14:30:00,-1.4420237558770541,-0.6850970568484964,2.689591011514538e-07,6.641087334169389e-07
2013-01-23 15:00:00,-0.8685152005254917,-0.9024651832170772,4.388529747030363e-07,4.913586598224152e-07
2013-01-23 15:30:00,-1.2269334048463918,-0.6787775507765285,4.373143042492011e-07,8.763520439036136e-07
2013-01-23 16:00:00,-0.6225186052751361,-0.8401262329984894,1.2597562948279468e-06,1.1738283746823823e-06
2013-01-23 16:30:00,0.7038305586211155,-0.6513812357325197,1.6508208043497232e-06,4.931315482038925e-07
2013-01-23 17:00:00,1.613250463865615,-0.044997249520827176,2.779203706725055e-06,6.131636587451203e-07
2013-01-23 17:30:00,1.3846769787978115,0.34100104075931303,1.1157888884872027e-06,4.5513809730441863e-07
2013-01-23 18:00:00,1.2011867195734212,0.4212704966905368,6.421425809651006e-07,3.40990292574143e-07
2013-01-23 18:30:00,-0.05067813630385665,0.4273900808236271,5.748177319425285e-07,1.073931061242733e-06
2013-01-23 19:00:00,0.3761522776602355,0.06096553491371702,5.693741480256375e-07,4.812134301462149e-07
2013-01-23 19:30:00,-0.12661782411277223,0.15480770017364287,4.11867536156617e-07,6.321250081102585e-07
2013-01-23 20:00:00,0.040015950343624596,-0.10949789978641283,4.6902927981618945e-07,4.6783291416398517e-07
2013-01-23 20:30:00,-0.027465698602624045,-0.12814660573573253,6.810145820579188e-07,7.132718870405558e-07
2013-01-23 21:00:00,0.07633093971310956,-0.2127098687454007,7.37554748306458e-07,6.398663820221071e-07
2013-01-24 04:30:00,-0.36675793270005386,-0.18988606161716903,6.265065829066329e-07,8.660918950166743e-07
2013-01-24 05:00:00,-0.4951290014797767,-0.19686249435731348,4.5200256903576604e-07,7.055052657497478e-07
2013-01-24 05:30:00,0.04024538903057362,-0.364924173862062,7.969611545863579e-07,6.155992844754882e-07
2013-01-24 06:00:00,-0.39100366964305344,-0.18783479969685718,4.802158490372437e-07,6.815464605301661e-07
2013-01-24 06:30:00,0.19238413338917582,-0.27164118390297665,8.377886254492384e-07,6.101472850429419e-07
2013-01-24 07:00:00,-0.6040974725965373,-0.12023916136467105,3.675097348309902e-07,6.906049712247468e-07
2013-01-24 07:30:00,0.13881227835425314,-0.38534689031006863,8.928311646011225e-07,6.122852039070035e-07
2013-01-24 08:00:00,-0.3681158070294881,-0.08002529466202016,5.304927230073273e-07,8.196329495680356e-07
2013-01-24 08:30:00,-0.6492108359851692,-0.27814247060761665,4.4925779331356316e-07,7.541755024187786e-07
2013-01-24 09:00:00,0.04100276148819759,-0.3583524293496024,1.1880976346792675e-06,9.230776457973384e-07
2013-01-24 09:30:00,0.21038638069990512,-0.13946410106537524,8.575189504763994e-07,7.000506301304851e-07
2013-01-24 10:00:00,-0.04369653184824962,-0.025853936638846477,3.2022910958141827e-06,3.776014093815782e-06
2013-01-24 10:30:00,-0.1523579756513822,-0.10935082367318961,1.9637428219111954e-06,2.3745768940364524e-06
2013-01-24 11:00:00,-0.2923265088724367,-0.1065507082160071,1.1061899398964577e-06,1.5428900127030186e-06
2013-01-24 11:30:00,-0.10733915844163633,-0.13739747492407506,1.2107183077862278e-06,1.3608579878670853e-06
2013-01-24 12:00:00,-0.13780594675109192,-0.07823173901740932,1.1149767019447852e-06,1.3707630859036813e-06
2013-01-24 12:30:00,0.15757896628930546,-0.11546791816874535,1.0525821646864147e-06,9.278913152462795e-07
2013-01-24 13:00:00,0.7183471367080028,-0.040434688675080856,2.7291598183791813e-06,1.4801920488365092e-06
2013-01-24 13:30:00,0.4008980150286572,0.157425364056559,1.4620884664278277e-06,1.32757382355433e-06
2013-01-24 14:00:00,0.8264331486548322,0.06443584194456309,2.0349252480914612e-06,1.1001226161937268e-06
2013-01-24 14:30:00,-0.19919876284749805,0.24022485366452562,8.018662958295301e-07,1.4413354541616157e-06
2013-01-24 15:00:00,0.2543814601625449,-0.08680552329776438,1.2594561958067625e-06,1.0371254731191705e-06
2013-01-24 15:30:00,-0.21342836739186666,0.04804789904084952,1.1076551164466996e-06,1.6664263177777805e-06
2013-01-24 16:00:00,0.006609755822301722,-0.14735161971411007,2.0649990492129834e-06,2.050591431928591e-06
2013-01-24 16:30:00,0.13972055970739383,-0.09588633145362258,9.390961794307879e-07,8.594312856891626e-07
2013-01-24 17:00:00,-0.2622908804022739,-0.00982761979334211,4.2597403127214465e-07,6.351120944707224e-07
2013-01-24 17:30:00,0.4367429830428122,-0.16977663548976119,4.32413783187799e-07,2.730959523415321e-07
2013-01-24 18:00:00,0.7711969885797387,0.05364510108235249,4.1772387861402514e-07,2.3609366544032439e-07
2013-01-24 18:30:00,0.03808844714902904,0.19675180017823146,6.04293978371425e-07,8.2031139337187e-07
2013-01-24 19:00:00,-0.4918178236889368,-0.05415440049864011,2.4271992954793667e-07,4.3551599042135525e-07
2013-01-24 19:30:00,0.13177704246418642,-0.24863795686152979,5.105186064191544e-07,4.042251196122366e-07
2013-01-24 20:00:00,0.004765942699378911,-0.011946408969790427,4.527839993613212e-07,5.157709140961273e-07
2013-01-24 20:30:00,-0.30540945024914556,-0.0602755714963079,5.072729090835725e-07,7.508026874933893e-07
2013-01-24 21:00:00,-0.031413352381244763,-0.19828860266268725,7.053918868206618e-07,6.914826983979291e-07
2013-01-25 04:30:00,0.19435009211610854,-0.10293675045056963,1.0980238097956485e-06,9.447688821583874e-07
2013-01-25 05:00:00,-0.08370313639927751,0.02493250934755644,6.713579872918201e-07,8.668777973742115e-07
2013-01-25 05:30:00,0.22988204722873107,-0.12816468063915726,9.70688583288684e-07,7.85970166763536e-07
2013-01-25 06:00:00,-0.10854121446140397,-0.0883764637654825,6.146449436270828e-07,7.264498048071889e-07
2013-01-25 06:30:00,0.9821810883111137,-0.13141189124340252,1.8456056840752822e-06,7.019973798226129e-07
2013-01-25 07:00:00,-0.06731508342477532,0.2670982134966801,6.146927835246139e-07,9.947542934492352e-07
2013-01-25 07:30:00,-0.6554402943732072,-0.0925228299369829,4.0348726459812675e-07,8.205889004588315e-07
2013-01-25 08:00:00,-0.28500752805469,-0.2260101317850773,5.76464938331378e-07,7.083028669809542e-07
2013-01-25 08:30:00,-0.33327906421623865,-0.17206438808646138,6.161735400198023e-07,8.38574297753569e-07
2013-01-25 09:00:00,-0.8443533180597012,-0.17761764320784496,5.084084938837107e-07,1.147086795008145e-06
2013-01-25 09:30:00,0.11889338050262133,-0.45412476490872455,7.825440997071778e-07,5.110625538762607e-07
2013-01-25 10:00:00,-0.1637525870609906,-0.14535019982244107,2.8400182149077374e-06,3.3507115208399757e-06
2013-01-25 10:30:00,0.5509951955227947,-0.23039564879338253,3.553934162318208e-06,1.8844278081496802e-06
