date,true_adj,pred_adj,naive_adj,true_raw,pred_raw,naive_raw
2024-02-27 09:00:00,-0.2618407015131812,-0.013233821162822679,-0.013233821162822679,7.41895337858171e-07,1.3315103583593918e-06,1.3315103583593918e-06
2024-02-27 09:30:00,-0.4965194724979014,-0.2618407015131812,-0.2618407015131812,3.757870696281745e-07,6.651120847865294e-07,6.651120847865294e-07
2024-02-27 10:00:00,-0.5635030946579178,-0.4965194724979014,-0.4965194724979014,1.5276188741731588e-06,2.2863301536555853e-06,2.2863301536555853e-06
2024-02-27 10:30:00,-0.6865429690188183,-0.5635030946579178,-0.5635030946579178,1.3061911169149921e-06,2.067643095430013e-06,2.067643095430013e-06
2024-02-27 11:00:00,-0.6134747573207324,-0.6865429690188183,-0.6865429690188183,9.002866744711158e-07,1.1713347075884028e-06,1.1713347075884028e-06
2024-02-28 08:30:00,-0.12615080805768208,-0.6134747573207324,-0.6134747573207324,3.8569954648355974e-07,3.31619711580649e-07,3.31619711580649e-07
2024-02-28 09:00:00,0.4133218081848735,-0.12615080805768208,-0.12615080805768208,1.4573437215171387e-06,1.1893380820694023e-06,1.1893380820694023e-06
2024-02-28 09:30:00,-0.11996747550673525,0.4133218081848735,0.4133218081848735,5.4761619954849e-07,1.3065143712415743e-06,1.3065143712415743e-06
2024-02-28 10:00:00,-0.0919003714197153,-0.11996747550673525,-0.11996747550673525,2.4481018152279355e-06,3.3317576118220866e-06,3.3317576118220866e-06
2024-02-28 10:30:00,-0.7824694759734623,-0.0919003714197153,-0.0919003714197153,1.1867148399086367e-06,3.313523353726223e-06,3.313523353726223e-06
2024-02-28 11:00:00,-0.6756799893518348,-0.7824694759734623,-0.7824694759734623,8.459903963962606e-07,1.0641936405740125e-06,1.0641936405740125e-06
2024-02-29 08:30:00,0.43792544510169407,-0.6756799893518348,-0.6756799893518348,6.070982241501608e-07,2.7903557642599874e-07,2.7903557642599874e-07
2024-02-29 09:00:00,1.1861306358659789,0.43792544510169407,0.43792544510169407,3.1563750640684967e-06,2.0906461313874054e-06,2.0906461313874054e-06
2024-02-29 09:30:00,-0.05069425837706021,1.1861306358659789,1.1861306358659789,5.760136897722638e-07,2.7772331654203983e-06,2.7772331654203983e-06
2024-02-29 10:00:00,-0.5911150882596949,-0.05069425837706021,-0.05069425837706021,1.4852479915166136e-06,3.5688974518325906e-06,3.5688974518325906e-06
2024-02-29 10:30:00,0.3638805058679555,-0.5911150882596949,-0.5911150882596949,3.7342195190609596e-06,2.0113323511318346e-06,2.0113323511318346e-06
